,Date,Hour,Number_of_Incidents
4057,4/1/2018,6,2
4058,4/1/2018,7,1
4059,4/1/2018,8,4
4060,4/1/2018,9,4
4061,4/1/2018,10,9
4062,4/1/2018,11,3
4063,4/1/2018,12,7
4064,4/1/2018,13,9
4065,4/1/2018,14,9
4066,4/1/2018,15,14
4067,4/1/2018,16,5
4068,4/1/2018,17,5
4069,4/1/2018,18,10
4070,4/1/2018,19,13
4071,4/1/2018,20,5
4072,4/1/2018,21,5
4073,4/1/2018,22,3
4074,4/1/2018,23,4
4075,4/10/2018,1,1
4076,4/10/2018,5,1
4077,4/10/2018,6,8
4078,4/10/2018,7,9
4079,4/10/2018,8,22
4080,4/10/2018,9,14
4081,4/10/2018,10,5
4082,4/10/2018,11,11
4083,4/10/2018,12,12
4084,4/10/2018,13,9
4085,4/10/2018,14,11
4086,4/10/2018,15,14
4087,4/10/2018,16,16
4088,4/10/2018,17,24
4089,4/10/2018,18,8
4090,4/10/2018,19,11
4091,4/10/2018,20,5
4092,4/10/2018,21,4
4093,4/10/2018,22,2
4094,4/10/2018,23,3
4095,4/11/2018,0,3
4096,4/11/2018,1,4
4097,4/11/2018,2,1
4098,4/11/2018,4,1
4099,4/11/2018,5,1
4100,4/11/2018,6,12
4101,4/11/2018,7,9
4102,4/11/2018,8,10
4103,4/11/2018,9,16
4104,4/11/2018,10,8
4105,4/11/2018,11,7
4106,4/11/2018,12,9
4107,4/11/2018,13,9
4108,4/11/2018,14,5
4109,4/11/2018,15,21
4110,4/11/2018,16,14
4111,4/11/2018,17,27
4112,4/11/2018,18,17
4113,4/11/2018,19,12
4114,4/11/2018,20,2
4115,4/11/2018,21,8
4116,4/11/2018,22,6
4117,4/11/2018,23,9
4118,4/12/2018,0,3
4119,4/12/2018,3,3
4120,4/12/2018,4,1
4121,4/12/2018,5,5
4122,4/12/2018,6,5
4123,4/12/2018,7,16
4124,4/12/2018,8,18
4125,4/12/2018,9,13
4126,4/12/2018,10,6
4127,4/12/2018,11,11
4128,4/12/2018,12,14
4129,4/12/2018,13,13
4130,4/12/2018,14,8
4131,4/12/2018,15,12
4132,4/12/2018,16,18
4133,4/12/2018,17,20
4134,4/12/2018,18,18
4135,4/12/2018,19,7
4136,4/12/2018,20,7
4137,4/12/2018,21,12
4138,4/12/2018,22,4
4139,4/12/2018,23,2
4140,4/13/2018,0,3
4141,4/13/2018,1,2
4142,4/13/2018,2,1
4143,4/13/2018,3,2
4144,4/13/2018,4,1
4145,4/13/2018,5,1
4146,4/13/2018,6,9
4147,4/13/2018,7,22
4148,4/13/2018,8,14
4149,4/13/2018,9,8
4150,4/13/2018,10,14
4151,4/13/2018,11,17
4152,4/13/2018,12,19
4153,4/13/2018,13,21
4154,4/13/2018,14,10
4155,4/13/2018,15,13
4156,4/13/2018,16,14
4157,4/13/2018,17,31
4158,4/13/2018,18,16
4159,4/13/2018,19,12
4160,4/13/2018,20,12
4161,4/13/2018,21,13
4162,4/13/2018,22,46
4163,4/13/2018,23,22
4164,4/14/2018,0,13
4165,4/14/2018,1,4
4166,4/14/2018,2,4
4167,4/14/2018,3,4
4168,4/14/2018,4,5
4169,4/14/2018,5,3
4170,4/14/2018,6,4
4171,4/14/2018,7,9
4172,4/14/2018,8,10
4173,4/14/2018,9,12
4174,4/14/2018,10,8
4175,4/14/2018,11,10
4176,4/14/2018,12,19
4177,4/14/2018,13,18
4178,4/14/2018,14,17
4179,4/14/2018,15,16
4180,4/14/2018,16,26
4181,4/14/2018,17,17
4182,4/14/2018,18,19
4183,4/14/2018,19,12
4184,4/14/2018,20,7
4185,4/14/2018,21,5
4186,4/14/2018,22,5
4187,4/14/2018,23,8
4188,4/15/2018,0,9
4189,4/15/2018,1,4
4190,4/15/2018,2,3
4191,4/15/2018,3,3
4192,4/15/2018,5,5
4193,4/15/2018,6,2
4194,4/15/2018,7,2
4195,4/15/2018,8,3
4196,4/15/2018,9,1
4197,4/15/2018,10,9
4198,4/15/2018,11,9
4199,4/15/2018,12,10
4200,4/15/2018,13,15
4201,4/15/2018,14,9
4202,4/15/2018,15,17
4203,4/15/2018,16,5
4204,4/15/2018,17,5
4205,4/15/2018,18,14
4206,4/15/2018,19,9
4207,4/15/2018,20,10
4208,4/15/2018,21,9
4209,4/15/2018,22,6
4210,4/15/2018,23,6
4211,4/16/2018,0,2
4212,4/16/2018,1,2
4213,4/16/2018,2,2
4214,4/16/2018,3,1
4215,4/16/2018,4,3
4216,4/16/2018,5,1
4217,4/16/2018,6,7
4218,4/16/2018,7,9
4219,4/16/2018,8,9
4220,4/16/2018,9,22
4221,4/16/2018,10,7
4222,4/16/2018,11,8
4223,4/16/2018,12,14
4224,4/16/2018,13,12
4225,4/16/2018,14,9
4226,4/16/2018,15,16
4227,4/16/2018,16,18
4228,4/16/2018,17,22
4229,4/16/2018,18,13
4230,4/16/2018,19,11
4231,4/16/2018,20,4
4232,4/16/2018,21,14
4233,4/16/2018,22,3
4234,4/16/2018,23,1
4235,4/17/2018,0,2
4236,4/17/2018,1,1
4237,4/17/2018,2,3
4238,4/17/2018,4,1
4239,4/17/2018,7,8
4240,4/17/2018,8,14
4241,4/17/2018,9,13
4242,4/17/2018,10,14
4243,4/17/2018,11,8
4244,4/17/2018,12,23
4245,4/17/2018,13,13
4246,4/17/2018,14,12
4247,4/17/2018,15,18
4248,4/17/2018,16,20
4249,4/17/2018,17,19
4250,4/17/2018,18,16
4251,4/17/2018,19,7
4252,4/17/2018,20,7
4253,4/17/2018,21,8
4254,4/17/2018,22,3
4255,4/17/2018,23,2
4256,4/18/2018,0,4
4257,4/18/2018,1,2
4258,4/18/2018,4,2
4259,4/18/2018,5,3
4260,4/18/2018,6,9
4261,4/18/2018,7,18
4262,4/18/2018,8,13
4263,4/18/2018,9,11
4264,4/18/2018,10,12
4265,4/18/2018,11,6
4266,4/18/2018,12,15
4267,4/18/2018,13,13
4268,4/18/2018,14,18
4269,4/18/2018,15,9
4270,4/18/2018,16,10
4271,4/18/2018,17,20
4272,4/18/2018,18,16
4273,4/18/2018,19,8
4274,4/18/2018,20,8
4275,4/18/2018,21,5
4276,4/18/2018,22,8
4277,4/18/2018,23,5
4278,4/19/2018,0,1
4279,4/19/2018,1,1
4280,4/19/2018,4,2
4281,4/19/2018,5,3
4282,4/19/2018,6,4
4283,4/19/2018,7,14
4284,4/19/2018,8,14
4285,4/19/2018,9,10
4286,4/19/2018,10,17
4287,4/19/2018,11,12
4288,4/19/2018,12,16
4289,4/19/2018,13,12
4290,4/19/2018,14,8
4291,4/19/2018,15,18
4292,4/19/2018,16,18
4293,4/19/2018,17,15
4294,4/19/2018,18,18
4295,4/19/2018,19,13
4296,4/19/2018,20,15
4297,4/19/2018,21,9
4298,4/19/2018,22,2
4299,4/19/2018,23,5
4300,4/2/2018,0,1
4301,4/2/2018,1,1
4302,4/2/2018,3,3
4303,4/2/2018,4,1
4304,4/2/2018,5,2
4305,4/2/2018,6,4
4306,4/2/2018,7,13
4307,4/2/2018,8,9
4308,4/2/2018,9,9
4309,4/2/2018,10,8
4310,4/2/2018,11,18
4311,4/2/2018,12,14
4312,4/2/2018,13,11
4313,4/2/2018,14,12
4314,4/2/2018,15,8
4315,4/2/2018,16,17
4316,4/2/2018,17,23
4317,4/2/2018,18,8
4318,4/2/2018,19,6
4319,4/2/2018,20,8
4320,4/2/2018,21,5
4321,4/2/2018,23,7
4322,4/20/2018,0,6
4323,4/20/2018,1,3
4324,4/20/2018,2,5
4325,4/20/2018,3,2
4326,4/20/2018,4,3
4327,4/20/2018,5,3
4328,4/20/2018,6,7
4329,4/20/2018,7,12
4330,4/20/2018,8,6
4331,4/20/2018,9,14
4332,4/20/2018,10,11
4333,4/20/2018,11,8
4334,4/20/2018,12,10
4335,4/20/2018,13,21
4336,4/20/2018,14,20
4337,4/20/2018,15,20
4338,4/20/2018,16,14
4339,4/20/2018,17,20
4340,4/20/2018,18,18
4341,4/20/2018,19,10
4342,4/20/2018,20,9
4343,4/20/2018,21,11
4344,4/20/2018,22,5
4345,4/20/2018,23,7
4346,4/21/2018,0,4
4347,4/21/2018,1,2
4348,4/21/2018,2,4
4349,4/21/2018,3,5
4350,4/21/2018,4,1
4351,4/21/2018,5,2
4352,4/21/2018,6,4
4353,4/21/2018,7,4
4354,4/21/2018,8,6
4355,4/21/2018,9,8
4356,4/21/2018,10,9
4357,4/21/2018,11,15
4358,4/21/2018,12,17
4359,4/21/2018,13,12
4360,4/21/2018,14,12
4361,4/21/2018,15,5
4362,4/21/2018,16,11
4363,4/21/2018,17,14
4364,4/21/2018,18,12
4365,4/21/2018,19,12
4366,4/21/2018,20,4
4367,4/21/2018,21,7
4368,4/21/2018,22,8
4369,4/21/2018,23,6
4370,4/22/2018,0,9
4371,4/22/2018,1,3
4372,4/22/2018,2,9
4373,4/22/2018,3,1
4374,4/22/2018,4,1
4375,4/22/2018,5,2
4376,4/22/2018,6,4
4377,4/22/2018,7,1
4378,4/22/2018,8,3
4379,4/22/2018,9,2
4380,4/22/2018,10,5
4381,4/22/2018,11,5
4382,4/22/2018,12,9
4383,4/22/2018,13,10
4384,4/22/2018,14,10
4385,4/22/2018,15,12
4386,4/22/2018,16,7
4387,4/22/2018,17,10
4388,4/22/2018,18,11
4389,4/22/2018,19,10
4390,4/22/2018,20,9
4391,4/22/2018,21,13
4392,4/22/2018,22,2
4393,4/22/2018,23,3
4394,4/23/2018,0,5
4395,4/23/2018,1,2
4396,4/23/2018,2,4
4397,4/23/2018,3,2
4398,4/23/2018,4,1
4399,4/23/2018,5,5
4400,4/23/2018,6,4
4401,4/23/2018,7,14
4402,4/23/2018,8,19
4403,4/23/2018,9,20
4404,4/23/2018,10,14
4405,4/23/2018,11,23
4406,4/23/2018,12,9
4407,4/23/2018,13,17
4408,4/23/2018,14,9
4409,4/23/2018,15,14
4410,4/23/2018,16,14
4411,4/23/2018,17,22
4412,4/23/2018,18,21
4413,4/23/2018,19,10
4414,4/23/2018,20,5
4415,4/23/2018,21,6
4416,4/23/2018,22,5
4417,4/23/2018,23,2
4418,4/24/2018,0,3
4419,4/24/2018,1,1
4420,4/24/2018,3,1
4421,4/24/2018,4,2
4422,4/24/2018,5,4
4423,4/24/2018,6,3
4424,4/24/2018,7,10
4425,4/24/2018,8,22
4426,4/24/2018,9,16
4427,4/24/2018,10,6
4428,4/24/2018,11,12
4429,4/24/2018,12,15
4430,4/24/2018,13,21
4431,4/24/2018,14,7
4432,4/24/2018,15,14
4433,4/24/2018,16,14
4434,4/24/2018,17,24
4435,4/24/2018,18,9
4436,4/24/2018,19,5
4437,4/24/2018,20,3
4438,4/24/2018,21,5
4439,4/24/2018,22,4
4440,4/24/2018,23,2
4441,4/25/2018,0,3
4442,4/25/2018,2,1
4443,4/25/2018,3,1
4444,4/25/2018,5,5
4445,4/25/2018,6,7
4446,4/25/2018,7,5
4447,4/25/2018,8,14
4448,4/25/2018,9,12
4449,4/25/2018,10,14
4450,4/25/2018,11,13
4451,4/25/2018,12,18
4452,4/25/2018,13,10
4453,4/25/2018,14,8
4454,4/25/2018,15,10
4455,4/25/2018,16,39
4456,4/25/2018,17,37
4457,4/25/2018,18,33
4458,4/25/2018,19,16
4459,4/25/2018,20,6
4460,4/25/2018,21,4
4461,4/25/2018,22,3
4462,4/25/2018,23,1
4463,4/26/2018,0,1
4464,4/26/2018,1,3
4465,4/26/2018,2,1
4466,4/26/2018,4,1
4467,4/26/2018,6,7
4468,4/26/2018,7,6
4469,4/26/2018,8,11
4470,4/26/2018,9,7
4471,4/26/2018,10,4
4472,4/26/2018,11,13
4473,4/26/2018,12,18
4474,4/26/2018,13,13
4475,4/26/2018,14,12
4476,4/26/2018,15,22
4477,4/26/2018,16,17
4478,4/26/2018,17,17
4479,4/26/2018,18,13
4480,4/26/2018,19,7
4481,4/26/2018,20,13
4482,4/26/2018,21,4
4483,4/26/2018,22,7
4484,4/26/2018,23,7
4485,4/27/2018,0,4
4486,4/27/2018,1,1
4487,4/27/2018,2,1
4488,4/27/2018,3,3
4489,4/27/2018,4,2
4490,4/27/2018,5,1
4491,4/27/2018,6,6
4492,4/27/2018,7,8
4493,4/27/2018,8,14
4494,4/27/2018,9,9
4495,4/27/2018,10,5
4496,4/27/2018,11,17
4497,4/27/2018,12,9
4498,4/27/2018,13,17
4499,4/27/2018,14,13
4500,4/27/2018,15,17
4501,4/27/2018,16,22
4502,4/27/2018,17,20
4503,4/27/2018,18,9
4504,4/27/2018,19,7
4505,4/27/2018,20,11
4506,4/27/2018,21,4
4507,4/27/2018,22,8
4508,4/27/2018,23,7
4509,4/28/2018,0,6
4510,4/28/2018,1,3
4511,4/28/2018,2,6
4512,4/28/2018,3,4
4513,4/28/2018,4,6
4514,4/28/2018,5,1
4515,4/28/2018,6,3
4516,4/28/2018,7,4
4517,4/28/2018,8,6
4518,4/28/2018,9,7
4519,4/28/2018,10,15
4520,4/28/2018,11,12
4521,4/28/2018,12,9
4522,4/28/2018,13,11
4523,4/28/2018,14,14
4524,4/28/2018,15,15
4525,4/28/2018,16,15
4526,4/28/2018,17,17
4527,4/28/2018,18,15
4528,4/28/2018,19,10
4529,4/28/2018,20,10
4530,4/28/2018,21,10
4531,4/28/2018,22,3
4532,4/28/2018,23,8
4533,4/29/2018,0,5
4534,4/29/2018,1,2
4535,4/29/2018,2,5
4536,4/29/2018,3,2
4537,4/29/2018,4,2
4538,4/29/2018,5,1
4539,4/29/2018,7,1
4540,4/29/2018,8,3
4541,4/29/2018,9,2
4542,4/29/2018,10,5
4543,4/29/2018,11,11
4544,4/29/2018,12,12
4545,4/29/2018,13,13
4546,4/29/2018,14,16
4547,4/29/2018,15,18
4548,4/29/2018,16,13
4549,4/29/2018,17,12
4550,4/29/2018,18,10
4551,4/29/2018,19,16
4552,4/29/2018,20,11
4553,4/29/2018,21,9
4554,4/29/2018,22,3
4555,4/29/2018,23,1
4556,4/3/2018,0,6
4557,4/3/2018,1,2
4558,4/3/2018,3,2
4559,4/3/2018,5,2
4560,4/3/2018,6,10
4561,4/3/2018,7,11
4562,4/3/2018,8,15
4563,4/3/2018,9,11
4564,4/3/2018,10,10
4565,4/3/2018,11,16
4566,4/3/2018,12,13
4567,4/3/2018,13,11
4568,4/3/2018,14,14
4569,4/3/2018,15,12
4570,4/3/2018,16,15
4571,4/3/2018,17,25
4572,4/3/2018,18,18
4573,4/3/2018,19,15
4574,4/3/2018,20,5
4575,4/3/2018,21,9
4576,4/3/2018,22,5
4577,4/3/2018,23,8
4578,4/30/2018,0,7
4579,4/30/2018,1,3
4580,4/30/2018,4,1
4581,4/30/2018,5,1
4582,4/30/2018,6,11
4583,4/30/2018,7,12
4584,4/30/2018,8,12
4585,4/30/2018,9,11
4586,4/30/2018,10,15
4587,4/30/2018,11,10
4588,4/30/2018,12,13
4589,4/30/2018,13,18
4590,4/30/2018,14,10
4591,4/30/2018,15,16
4592,4/30/2018,16,24
4593,4/30/2018,17,19
4594,4/30/2018,18,10
4595,4/30/2018,19,7
4596,4/30/2018,20,6
4597,4/30/2018,21,4
4598,4/30/2018,22,4
4599,4/30/2018,23,6
4600,4/4/2018,0,3
4601,4/4/2018,1,4
4602,4/4/2018,4,3
4603,4/4/2018,5,2
4604,4/4/2018,6,9
4605,4/4/2018,7,18
4606,4/4/2018,8,16
4607,4/4/2018,9,10
4608,4/4/2018,10,8
4609,4/4/2018,11,8
4610,4/4/2018,12,10
4611,4/4/2018,13,11
4612,4/4/2018,14,15
4613,4/4/2018,15,24
4614,4/4/2018,16,17
4615,4/4/2018,17,25
4616,4/4/2018,18,14
4617,4/4/2018,19,8
4618,4/4/2018,20,6
4619,4/4/2018,21,11
4620,4/4/2018,22,2
4621,4/4/2018,23,2
4622,4/5/2018,0,2
4623,4/5/2018,1,1
4624,4/5/2018,4,1
4625,4/5/2018,5,3
4626,4/5/2018,6,10
4627,4/5/2018,7,15
4628,4/5/2018,8,7
4629,4/5/2018,9,2
4630,4/5/2018,10,8
4631,4/5/2018,11,9
4632,4/5/2018,12,18
4633,4/5/2018,13,13
4634,4/5/2018,14,9
4635,4/5/2018,15,14
4636,4/5/2018,16,17
4637,4/5/2018,17,25
4638,4/5/2018,18,16
4639,4/5/2018,19,10
4640,4/5/2018,20,7
4641,4/5/2018,21,3
4642,4/5/2018,22,7
4643,4/5/2018,23,8
4644,4/6/2018,0,5
4645,4/6/2018,1,3
4646,4/6/2018,2,3
4647,4/6/2018,3,2
4648,4/6/2018,4,1
4649,4/6/2018,5,2
4650,4/6/2018,6,8
4651,4/6/2018,7,13
4652,4/6/2018,8,9
4653,4/6/2018,9,7
4654,4/6/2018,10,9
4655,4/6/2018,11,10
4656,4/6/2018,12,18
4657,4/6/2018,13,14
4658,4/6/2018,14,15
4659,4/6/2018,15,21
4660,4/6/2018,16,16
4661,4/6/2018,17,37
4662,4/6/2018,18,15
4663,4/6/2018,19,12
4664,4/6/2018,20,8
4665,4/6/2018,21,10
4666,4/6/2018,22,6
4667,4/6/2018,23,4
4668,4/7/2018,0,11
4669,4/7/2018,1,4
4670,4/7/2018,2,3
4671,4/7/2018,3,4
4672,4/7/2018,4,1
4673,4/7/2018,5,1
4674,4/7/2018,7,3
4675,4/7/2018,8,6
4676,4/7/2018,9,12
4677,4/7/2018,10,7
4678,4/7/2018,11,15
4679,4/7/2018,12,9
4680,4/7/2018,13,9
4681,4/7/2018,14,13
4682,4/7/2018,15,9
4683,4/7/2018,16,10
4684,4/7/2018,17,10
4685,4/7/2018,18,4
4686,4/7/2018,19,9
4687,4/7/2018,20,6
4688,4/7/2018,21,5
4689,4/7/2018,22,4
4690,4/7/2018,23,8
4691,4/8/2018,0,7
4692,4/8/2018,1,3
4693,4/8/2018,2,2
4694,4/8/2018,3,1
4695,4/8/2018,4,2
4696,4/8/2018,6,1
4697,4/8/2018,7,2
4698,4/8/2018,8,3
4699,4/8/2018,9,5
4700,4/8/2018,10,10
4701,4/8/2018,11,9
4702,4/8/2018,12,8
4703,4/8/2018,13,6
4704,4/8/2018,14,8
4705,4/8/2018,15,8
4706,4/8/2018,16,10
4707,4/8/2018,17,8
4708,4/8/2018,18,11
4709,4/8/2018,19,6
4710,4/8/2018,20,3
4711,4/8/2018,21,7
4712,4/8/2018,22,3
4713,4/8/2018,23,2
4714,4/9/2018,0,3
4715,4/9/2018,1,1
4716,4/9/2018,5,1
4717,4/9/2018,6,10
4718,4/9/2018,7,19
4719,4/9/2018,8,5
4720,4/9/2018,9,10
4721,4/9/2018,10,15
4722,4/9/2018,11,9
4723,4/9/2018,12,14
4724,4/9/2018,13,16
4725,4/9/2018,14,13
4726,4/9/2018,15,9
4727,4/9/2018,16,12
4728,4/9/2018,17,10
4729,4/9/2018,18,13
4730,4/9/2018,19,5
4731,4/9/2018,20,10
4732,4/9/2018,21,2
4733,4/9/2018,22,1
4734,4/9/2018,23,3
4735,5/1/2018,0,3
4736,5/1/2018,1,1
4737,5/1/2018,2,1
4738,5/1/2018,3,2
4739,5/1/2018,4,1
4740,5/1/2018,5,5
4741,5/1/2018,6,7
4742,5/1/2018,7,11
4743,5/1/2018,8,12
4744,5/1/2018,9,11
4745,5/1/2018,10,14
4746,5/1/2018,11,13
4747,5/1/2018,12,11
4748,5/1/2018,13,8
4749,5/1/2018,14,14
4750,5/1/2018,15,11
4751,5/1/2018,16,19
4752,5/1/2018,17,20
4753,5/1/2018,18,17
4754,5/1/2018,19,4
4755,5/1/2018,20,7
4756,5/1/2018,21,7
4757,5/1/2018,22,6
4758,5/1/2018,23,2
4759,5/10/2018,0,1
4760,5/10/2018,1,1
4761,5/10/2018,2,1
4762,5/10/2018,5,4
4763,5/10/2018,6,3
4764,5/10/2018,7,13
4765,5/10/2018,8,7
4766,5/10/2018,9,16
4767,5/10/2018,10,8
4768,5/10/2018,11,15
4769,5/10/2018,12,23
4770,5/10/2018,13,19
4771,5/10/2018,14,13
4772,5/10/2018,15,14
4773,5/10/2018,16,20
4774,5/10/2018,17,21
4775,5/10/2018,18,18
4776,5/10/2018,19,13
4777,5/10/2018,20,12
4778,5/10/2018,21,8
4779,5/10/2018,22,5
4780,5/10/2018,23,5
4781,5/11/2018,0,5
4782,5/11/2018,1,4
4783,5/11/2018,2,4
4784,5/11/2018,3,1
4785,5/11/2018,4,3
4786,5/11/2018,5,9
4787,5/11/2018,6,9
4788,5/11/2018,7,11
4789,5/11/2018,8,18
4790,5/11/2018,9,18
4791,5/11/2018,10,16
4792,5/11/2018,11,10
4793,5/11/2018,12,14
4794,5/11/2018,13,15
4795,5/11/2018,14,10
4796,5/11/2018,15,18
4797,5/11/2018,16,31
4798,5/11/2018,17,22
4799,5/11/2018,18,23
4800,5/11/2018,19,10
4801,5/11/2018,20,7
4802,5/11/2018,21,14
4803,5/11/2018,22,9
4804,5/11/2018,23,5
4805,5/12/2018,0,5
4806,5/12/2018,1,5
4807,5/12/2018,2,5
4808,5/12/2018,3,2
4809,5/12/2018,4,2
4810,5/12/2018,5,3
4811,5/12/2018,6,3
4812,5/12/2018,7,4
4813,5/12/2018,8,4
4814,5/12/2018,9,10
4815,5/12/2018,10,9
4816,5/12/2018,11,13
4817,5/12/2018,12,15
4818,5/12/2018,13,14
4819,5/12/2018,14,21
4820,5/12/2018,15,15
4821,5/12/2018,16,17
4822,5/12/2018,17,11
4823,5/12/2018,18,12
4824,5/12/2018,19,6
4825,5/12/2018,20,7
4826,5/12/2018,21,2
4827,5/12/2018,22,8
4828,5/12/2018,23,7
4829,5/13/2018,0,7
4830,5/13/2018,1,6
4831,5/13/2018,2,8
4832,5/13/2018,3,4
4833,5/13/2018,4,1
4834,5/13/2018,5,3
4835,5/13/2018,7,2
4836,5/13/2018,8,4
4837,5/13/2018,9,4
4838,5/13/2018,10,5
4839,5/13/2018,11,11
4840,5/13/2018,12,7
4841,5/13/2018,13,11
4842,5/13/2018,14,13
4843,5/13/2018,15,7
4844,5/13/2018,16,8
4845,5/13/2018,17,7
4846,5/13/2018,18,5
4847,5/13/2018,19,2
4848,5/13/2018,20,5
4849,5/13/2018,21,5
4850,5/13/2018,22,9
4851,5/13/2018,23,5
4852,5/14/2018,0,3
4853,5/14/2018,2,1
4854,5/14/2018,4,1
4855,5/14/2018,5,1
4856,5/14/2018,6,3
4857,5/14/2018,7,17
4858,5/14/2018,8,14
4859,5/14/2018,9,17
4860,5/14/2018,10,6
4861,5/14/2018,11,9
4862,5/14/2018,12,15
4863,5/14/2018,13,9
4864,5/14/2018,14,15
4865,5/14/2018,15,18
4866,5/14/2018,16,19
4867,5/14/2018,17,14
4868,5/14/2018,18,20
4869,5/14/2018,19,12
4870,5/14/2018,20,9
4871,5/14/2018,21,11
4872,5/14/2018,22,10
4873,5/14/2018,23,2
4874,5/15/2018,0,3
4875,5/15/2018,2,2
4876,5/15/2018,3,1
4877,5/15/2018,4,2
4878,5/15/2018,5,4
4879,5/15/2018,6,7
4880,5/15/2018,7,14
4881,5/15/2018,8,15
4882,5/15/2018,9,13
4883,5/15/2018,10,6
4884,5/15/2018,11,11
4885,5/15/2018,12,10
4886,5/15/2018,13,14
4887,5/15/2018,14,17
4888,5/15/2018,15,14
4889,5/15/2018,16,27
4890,5/15/2018,17,32
4891,5/15/2018,18,10
4892,5/15/2018,19,8
4893,5/15/2018,20,14
4894,5/15/2018,21,8
4895,5/15/2018,22,6
4896,5/15/2018,23,3
4897,5/16/2018,1,1
4898,5/16/2018,2,3
4899,5/16/2018,3,2
4900,5/16/2018,4,2
4901,5/16/2018,6,8
4902,5/16/2018,7,15
4903,5/16/2018,8,14
4904,5/16/2018,9,14
4905,5/16/2018,10,11
4906,5/16/2018,11,12
4907,5/16/2018,12,10
4908,5/16/2018,13,18
4909,5/16/2018,14,13
4910,5/16/2018,15,16
4911,5/16/2018,16,25
4912,5/16/2018,17,30
4913,5/16/2018,18,24
4914,5/16/2018,19,14
4915,5/16/2018,20,15
4916,5/16/2018,21,8
4917,5/16/2018,22,9
4918,5/16/2018,23,4
4919,5/17/2018,0,5
4920,5/17/2018,1,1
4921,5/17/2018,2,1
4922,5/17/2018,5,3
4923,5/17/2018,6,9
4924,5/17/2018,7,13
4925,5/17/2018,8,14
4926,5/17/2018,9,9
4927,5/17/2018,10,14
4928,5/17/2018,11,17
4929,5/17/2018,12,20
4930,5/17/2018,13,20
4931,5/17/2018,14,13
4932,5/17/2018,15,18
4933,5/17/2018,16,22
4934,5/17/2018,17,20
4935,5/17/2018,18,13
4936,5/17/2018,19,17
4937,5/17/2018,20,8
4938,5/17/2018,21,10
4939,5/17/2018,22,12
4940,5/17/2018,23,6
4941,5/18/2018,0,2
4942,5/18/2018,1,3
4943,5/18/2018,3,3
4944,5/18/2018,5,1
4945,5/18/2018,6,6
4946,5/18/2018,7,10
4947,5/18/2018,8,17
4948,5/18/2018,9,18
4949,5/18/2018,10,20
4950,5/18/2018,11,10
4951,5/18/2018,12,11
4952,5/18/2018,13,14
4953,5/18/2018,14,3
4954,5/18/2018,15,8
4955,5/18/2018,16,23
4956,5/18/2018,17,26
4957,5/18/2018,18,19
4958,5/18/2018,19,18
4959,5/18/2018,20,13
4960,5/18/2018,21,13
4961,5/18/2018,22,9
4962,5/18/2018,23,10
4963,5/19/2018,0,14
4964,5/19/2018,1,4
4965,5/19/2018,2,2
4966,5/19/2018,3,2
4967,5/19/2018,4,2
4968,5/19/2018,5,1
4969,5/19/2018,6,3
4970,5/19/2018,7,3
4971,5/19/2018,8,7
4972,5/19/2018,9,7
4973,5/19/2018,10,7
4974,5/19/2018,11,17
4975,5/19/2018,12,8
4976,5/19/2018,13,7
4977,5/19/2018,14,18
4978,5/19/2018,15,10
4979,5/19/2018,16,6
4980,5/19/2018,17,11
4981,5/19/2018,18,12
4982,5/19/2018,19,10
4983,5/19/2018,20,10
4984,5/19/2018,21,8
4985,5/19/2018,22,4
4986,5/19/2018,23,4
4987,5/2/2018,1,5
4988,5/2/2018,2,1
4989,5/2/2018,3,1
4990,5/2/2018,4,2
4991,5/2/2018,5,5
4992,5/2/2018,6,7
4993,5/2/2018,7,14
4994,5/2/2018,8,19
4995,5/2/2018,9,11
4996,5/2/2018,10,11
4997,5/2/2018,11,7
4998,5/2/2018,12,8
4999,5/2/2018,13,12
5000,5/2/2018,14,15
5001,5/2/2018,15,14
5002,5/2/2018,16,17
5003,5/2/2018,17,12
5004,5/2/2018,18,11
5005,5/2/2018,19,10
5006,5/2/2018,20,9
5007,5/2/2018,21,8
5008,5/2/2018,22,10
5009,5/2/2018,23,7
5010,5/20/2018,0,2
5011,5/20/2018,1,3
5012,5/20/2018,2,9
5013,5/20/2018,3,5
5014,5/20/2018,4,4
5015,5/20/2018,5,2
5016,5/20/2018,8,1
5017,5/20/2018,11,1
5018,5/20/2018,12,1
5019,5/20/2018,13,6
5020,5/20/2018,14,10
5021,5/20/2018,15,12
5022,5/20/2018,16,5
5023,5/20/2018,17,8
5024,5/20/2018,18,2
5025,5/20/2018,19,6
5026,5/20/2018,20,3
5027,5/20/2018,21,1
5028,5/20/2018,22,1
5029,5/20/2018,23,1
5030,5/21/2018,0,4
5031,5/21/2018,1,2
5032,5/21/2018,3,1
5033,5/21/2018,4,4
5034,5/21/2018,5,2
5035,5/21/2018,6,7
5036,5/21/2018,7,11
5037,5/21/2018,8,14
5038,5/21/2018,9,8
5039,5/21/2018,10,8
5040,5/21/2018,11,2
5041,5/21/2018,12,6
5042,5/21/2018,13,14
5043,5/21/2018,14,11
5044,5/21/2018,15,12
5045,5/21/2018,16,21
5046,5/21/2018,17,20
5047,5/21/2018,18,12
5048,5/21/2018,19,4
5049,5/21/2018,20,4
5050,5/21/2018,21,7
5051,5/21/2018,22,7
5052,5/22/2018,1,2
5053,5/22/2018,2,3
5054,5/22/2018,4,1
