,Date,Hour,Number_of_Incidents
2061,12/10/2017,14,7
2062,12/10/2017,15,8
2063,12/10/2017,16,11
2064,12/10/2017,17,14
2065,12/10/2017,18,9
2066,12/10/2017,19,3
2067,12/10/2017,20,2
2068,12/10/2017,21,3
2069,12/10/2017,22,1
2070,12/10/2017,23,1
2071,12/11/2017,0,3
2072,12/11/2017,1,3
2073,12/11/2017,2,1
2074,12/11/2017,3,3
2075,12/11/2017,4,4
2076,12/11/2017,5,2
2077,12/11/2017,6,10
2078,12/11/2017,7,15
2079,12/11/2017,8,12
2080,12/11/2017,9,15
2081,12/11/2017,10,10
2082,12/11/2017,11,16
2083,12/11/2017,12,12
2084,12/11/2017,13,12
2085,12/11/2017,14,12
2086,12/11/2017,15,18
2087,12/11/2017,16,15
2088,12/11/2017,17,12
2089,12/11/2017,18,13
2090,12/11/2017,19,12
2091,12/11/2017,20,9
2092,12/11/2017,21,4
2093,12/11/2017,22,2
2094,12/12/2017,0,2
2095,12/12/2017,1,2
2096,12/12/2017,3,1
2097,12/12/2017,4,1
2098,12/12/2017,5,2
2099,12/12/2017,6,8
2100,12/12/2017,7,13
2101,12/12/2017,8,14
2102,12/12/2017,9,7
2103,12/12/2017,10,9
2104,12/12/2017,11,16
2105,12/12/2017,12,15
2106,12/12/2017,13,12
2107,12/12/2017,14,8
2108,12/12/2017,15,13
2109,12/12/2017,16,13
2110,12/12/2017,17,16
2111,12/12/2017,18,14
2112,12/12/2017,19,12
2113,12/12/2017,20,7
2114,12/12/2017,21,4
2115,12/12/2017,22,4
2116,12/12/2017,23,4
2117,12/13/2017,0,2
2118,12/13/2017,2,1
2119,12/13/2017,3,2
2120,12/13/2017,5,1
2121,12/13/2017,6,6
2122,12/13/2017,7,6
2123,12/13/2017,8,9
2124,12/13/2017,9,11
2125,12/13/2017,10,11
2126,12/13/2017,11,12
2127,12/13/2017,12,7
2128,12/13/2017,13,8
2129,12/13/2017,14,11
2130,12/13/2017,15,12
2131,12/13/2017,16,6
2132,12/13/2017,17,24
2133,12/13/2017,18,25
2134,12/13/2017,19,14
2135,12/13/2017,20,4
2136,12/13/2017,21,9
2137,12/13/2017,22,5
2138,12/13/2017,23,5
2139,12/14/2017,0,3
2140,12/14/2017,1,2
2141,12/14/2017,3,2
2142,12/14/2017,4,1
2143,12/14/2017,5,1
2144,12/14/2017,6,6
2145,12/14/2017,7,10
2146,12/14/2017,8,18
2147,12/14/2017,9,10
2148,12/14/2017,10,1
2149,12/14/2017,11,5
2150,12/14/2017,12,10
2151,12/14/2017,13,13
2152,12/14/2017,14,16
2153,12/14/2017,15,14
2154,12/14/2017,16,11
2155,12/14/2017,17,15
2156,12/14/2017,18,22
2157,12/14/2017,19,11
2158,12/14/2017,20,16
2159,12/14/2017,21,6
2160,12/14/2017,22,3
2161,12/14/2017,23,10
2162,12/15/2017,0,4
2163,12/15/2017,1,3
2164,12/15/2017,2,7
2165,12/15/2017,3,2
2166,12/15/2017,4,1
2167,12/15/2017,5,2
2168,12/15/2017,6,8
2169,12/15/2017,7,14
2170,12/15/2017,8,21
2171,12/15/2017,9,13
2172,12/15/2017,10,6
2173,12/15/2017,11,7
2174,12/15/2017,12,16
2175,12/15/2017,13,13
2176,12/15/2017,14,19
2177,12/15/2017,15,12
2178,12/15/2017,16,22
2179,12/15/2017,17,13
2180,12/15/2017,18,26
2181,12/15/2017,19,15
2182,12/15/2017,20,6
2183,12/15/2017,21,6
2184,12/15/2017,22,2
2185,12/15/2017,23,2
2186,12/16/2017,0,6
2187,12/16/2017,1,6
2188,12/16/2017,2,2
2189,12/16/2017,3,2
2190,12/16/2017,4,3
2191,12/16/2017,5,3
2192,12/16/2017,6,3
2193,12/16/2017,7,4
2194,12/16/2017,8,7
2195,12/16/2017,9,4
2196,12/16/2017,10,8
2197,12/16/2017,11,10
2198,12/16/2017,12,9
2199,12/16/2017,13,19
2200,12/16/2017,14,15
2201,12/16/2017,15,24
2202,12/16/2017,16,13
2203,12/16/2017,17,19
2204,12/16/2017,18,22
2205,12/16/2017,19,17
2206,12/16/2017,20,16
2207,12/16/2017,21,8
2208,12/16/2017,22,7
2209,12/16/2017,23,3
2210,12/17/2017,0,5
2211,12/17/2017,1,4
2212,12/17/2017,2,4
2213,12/17/2017,3,4
2214,12/17/2017,4,4
2215,12/17/2017,5,4
2216,12/17/2017,6,3
2217,12/17/2017,7,5
2218,12/17/2017,8,3
2219,12/17/2017,9,2
2220,12/17/2017,10,6
2221,12/17/2017,11,10
2222,12/17/2017,12,9
2223,12/17/2017,13,7
2224,12/17/2017,14,9
2225,12/17/2017,15,7
2226,12/17/2017,16,10
2227,12/17/2017,17,4
2228,12/17/2017,18,13
2229,12/17/2017,19,10
2230,12/17/2017,20,8
2231,12/17/2017,21,5
2232,12/17/2017,22,2
2233,12/17/2017,23,2
2234,12/18/2017,0,2
2235,12/18/2017,1,3
2236,12/18/2017,2,2
2237,12/18/2017,4,2
2238,12/18/2017,5,2
2239,12/18/2017,6,9
2240,12/18/2017,7,16
2241,12/18/2017,8,5
2242,12/18/2017,9,7
2243,12/18/2017,10,4
2244,12/18/2017,11,10
2245,12/18/2017,12,16
2246,12/18/2017,13,15
2247,12/18/2017,14,13
2248,12/18/2017,15,14
2249,12/18/2017,16,23
2250,12/18/2017,17,20
2251,12/18/2017,18,27
2252,12/18/2017,19,19
2253,12/18/2017,20,7
2254,12/18/2017,21,6
2255,12/18/2017,22,4
2256,12/18/2017,23,3
2257,12/19/2017,0,8
2258,12/19/2017,1,2
2259,12/19/2017,2,2
2260,12/19/2017,5,4
2261,12/19/2017,6,6
2262,12/19/2017,7,20
2263,12/19/2017,8,14
2264,12/19/2017,9,11
2265,12/19/2017,10,10
2266,12/19/2017,11,13
2267,12/19/2017,12,15
2268,12/19/2017,13,19
2269,12/19/2017,14,11
2270,12/19/2017,15,18
2271,12/19/2017,16,21
2272,12/19/2017,17,21
2273,12/19/2017,18,10
2274,12/19/2017,19,9
2275,12/19/2017,20,4
2276,12/19/2017,21,8
2277,12/19/2017,22,2
2278,12/19/2017,23,1
2279,12/2/2017,0,6
2280,12/2/2017,1,2
2281,12/2/2017,2,5
2282,12/2/2017,3,1
2283,12/2/2017,4,2
2284,12/2/2017,5,2
2285,12/2/2017,6,5
2286,12/2/2017,7,2
2287,12/2/2017,8,13
2288,12/2/2017,9,7
2289,12/2/2017,10,9
2290,12/2/2017,11,17
2291,12/2/2017,12,15
2292,12/2/2017,13,19
2293,12/2/2017,14,14
2294,12/2/2017,15,5
2295,12/2/2017,16,9
2296,12/2/2017,17,13
2297,12/2/2017,18,15
2298,12/2/2017,19,6
2299,12/2/2017,20,7
2300,12/2/2017,21,5
2301,12/2/2017,22,9
2302,12/2/2017,23,1
2303,12/20/2017,0,1
2304,12/20/2017,1,4
2305,12/20/2017,3,2
2306,12/20/2017,4,2
2307,12/20/2017,5,3
2308,12/20/2017,6,5
2309,12/20/2017,7,12
2310,12/20/2017,8,3
2311,12/20/2017,9,8
2312,12/20/2017,10,4
2313,12/20/2017,11,10
2314,12/20/2017,12,15
2315,12/20/2017,13,22
2316,12/20/2017,14,22
2317,12/20/2017,15,12
2318,12/20/2017,16,22
2319,12/20/2017,17,16
2320,12/20/2017,18,20
2321,12/20/2017,19,10
2322,12/20/2017,20,9
2323,12/20/2017,21,4
2324,12/20/2017,23,5
2325,12/21/2017,0,3
2326,12/21/2017,1,4
2327,12/21/2017,2,3
2328,12/21/2017,3,2
2329,12/21/2017,4,3
2330,12/21/2017,5,4
2331,12/21/2017,6,5
2332,12/21/2017,7,6
2333,12/21/2017,8,11
2334,12/21/2017,9,13
2335,12/21/2017,10,8
2336,12/21/2017,11,7
2337,12/21/2017,12,15
2338,12/21/2017,13,23
2339,12/21/2017,14,20
2340,12/21/2017,15,17
2341,12/21/2017,16,17
2342,12/21/2017,17,20
2343,12/21/2017,18,18
2344,12/21/2017,19,6
2345,12/21/2017,20,9
2346,12/21/2017,21,8
2347,12/21/2017,22,8
2348,12/21/2017,23,3
2349,12/22/2017,0,1
2350,12/22/2017,1,2
2351,12/22/2017,3,1
2352,12/22/2017,4,1
2353,12/22/2017,5,2
2354,12/22/2017,6,8
2355,12/22/2017,7,4
2356,12/22/2017,8,11
2357,12/22/2017,9,9
2358,12/22/2017,10,16
2359,12/22/2017,11,18
2360,12/22/2017,12,18
2361,12/22/2017,13,25
2362,12/22/2017,14,12
2363,12/22/2017,15,14
2364,12/22/2017,16,20
2365,12/22/2017,17,12
2366,12/22/2017,18,13
2367,12/22/2017,19,4
2368,12/22/2017,20,11
2369,12/22/2017,21,9
2370,12/22/2017,22,2
2371,12/22/2017,23,1
2372,12/23/2017,0,3
2373,12/23/2017,1,3
2374,12/23/2017,2,2
2375,12/23/2017,3,3
2376,12/23/2017,4,1
2377,12/23/2017,5,5
2378,12/23/2017,7,2
2379,12/23/2017,8,7
2380,12/23/2017,9,6
2381,12/23/2017,10,5
2382,12/23/2017,11,10
2383,12/23/2017,12,11
2384,12/23/2017,13,6
2385,12/23/2017,14,12
2386,12/23/2017,15,10
2387,12/23/2017,16,11
2388,12/23/2017,17,8
2389,12/23/2017,18,12
2390,12/23/2017,19,7
2391,12/23/2017,20,4
2392,12/23/2017,21,3
2393,12/23/2017,22,5
2394,12/23/2017,23,2
2395,12/24/2017,0,4
2396,12/24/2017,1,3
2397,12/24/2017,2,1
2398,12/24/2017,3,3
2399,12/24/2017,5,1
2400,12/24/2017,6,3
2401,12/24/2017,7,4
2402,12/24/2017,8,2
2403,12/24/2017,9,2
2404,12/24/2017,10,5
2405,12/24/2017,11,9
2406,12/24/2017,12,10
2407,12/24/2017,13,7
2408,12/24/2017,14,6
2409,12/24/2017,15,5
2410,12/24/2017,16,3
2411,12/24/2017,17,2
2412,12/24/2017,18,6
2413,12/24/2017,19,4
2414,12/24/2017,20,4
2415,12/24/2017,21,2
2416,12/24/2017,22,3
2417,12/25/2017,0,1
2418,12/25/2017,1,1
2419,12/25/2017,3,2
2420,12/25/2017,4,1
2421,12/25/2017,7,1
2422,12/25/2017,8,2
2423,12/25/2017,9,1
2424,12/25/2017,10,3
2425,12/25/2017,11,3
2426,12/25/2017,12,4
2427,12/25/2017,13,8
2428,12/25/2017,14,4
2429,12/25/2017,15,4
2430,12/25/2017,16,6
2431,12/25/2017,17,4
2432,12/25/2017,18,5
2433,12/25/2017,19,3
2434,12/25/2017,20,1
2435,12/25/2017,21,1
2436,12/25/2017,22,1
2437,12/25/2017,23,4
2438,12/26/2017,0,1
2439,12/26/2017,1,2
2440,12/26/2017,2,2
2441,12/26/2017,4,4
2442,12/26/2017,6,3
2443,12/26/2017,7,10
2444,12/26/2017,8,6
2445,12/26/2017,9,3
2446,12/26/2017,10,3
2447,12/26/2017,11,8
2448,12/26/2017,12,8
2449,12/26/2017,13,9
2450,12/26/2017,14,11
2451,12/26/2017,15,9
2452,12/26/2017,16,14
2453,12/26/2017,17,8
2454,12/26/2017,18,12
2455,12/26/2017,19,6
2456,12/26/2017,20,8
2457,12/26/2017,21,6
2458,12/26/2017,22,3
2459,12/26/2017,23,1
2460,12/27/2017,0,5
2461,12/27/2017,1,1
2462,12/27/2017,2,1
2463,12/27/2017,3,2
2464,12/27/2017,4,3
2465,12/27/2017,5,2
2466,12/27/2017,6,5
2467,12/27/2017,7,5
2468,12/27/2017,8,9
2469,12/27/2017,9,10
2470,12/27/2017,10,6
2471,12/27/2017,11,12
2472,12/27/2017,12,6
2473,12/27/2017,13,9
2474,12/27/2017,14,9
2475,12/27/2017,15,8
2476,12/27/2017,16,9
2477,12/27/2017,17,21
2478,12/27/2017,18,11
2479,12/27/2017,19,1
2480,12/27/2017,20,3
2481,12/27/2017,21,7
2482,12/27/2017,22,7
2483,12/27/2017,23,1
2484,12/28/2017,0,2
2485,12/28/2017,1,1
2486,12/28/2017,2,1
2487,12/28/2017,3,2
2488,12/28/2017,4,1
2489,12/28/2017,5,3
2490,12/28/2017,6,6
2491,12/28/2017,7,4
2492,12/28/2017,8,3
2493,12/28/2017,9,10
2494,12/28/2017,10,8
2495,12/28/2017,11,10
2496,12/28/2017,12,4
2497,12/28/2017,13,11
2498,12/28/2017,14,11
2499,12/28/2017,15,10
2500,12/28/2017,16,13
2501,12/28/2017,17,12
2502,12/28/2017,18,11
2503,12/28/2017,19,7
2504,12/28/2017,20,7
2505,12/28/2017,21,9
2506,12/28/2017,22,1
2507,12/28/2017,23,5
2508,12/29/2017,0,3
2509,12/29/2017,1,4
2510,12/29/2017,2,2
2511,12/29/2017,3,1
2512,12/29/2017,4,5
2513,12/29/2017,5,3
2514,12/29/2017,6,7
2515,12/29/2017,7,7
2516,12/29/2017,8,5
2517,12/29/2017,9,10
2518,12/29/2017,10,7
2519,12/29/2017,11,11
2520,12/29/2017,12,3
2521,12/29/2017,13,11
2522,12/29/2017,14,5
2523,12/29/2017,15,14
2524,12/29/2017,16,10
2525,12/29/2017,17,10
2526,12/29/2017,18,11
2527,12/29/2017,19,6
2528,12/29/2017,20,8
2529,12/29/2017,21,5
2530,12/29/2017,22,7
2531,12/29/2017,23,6
2532,12/3/2017,0,4
2533,12/3/2017,1,4
2534,12/3/2017,2,4
2535,12/3/2017,4,1
2536,12/3/2017,5,5
2537,12/3/2017,6,2
2538,12/3/2017,7,7
2539,12/3/2017,8,9
2540,12/3/2017,9,10
2541,12/3/2017,10,12
2542,12/3/2017,11,5
2543,12/3/2017,12,6
2544,12/3/2017,13,13
2545,12/3/2017,14,13
2546,12/3/2017,15,11
2547,12/3/2017,16,4
2548,12/3/2017,17,5
2549,12/3/2017,18,5
2550,12/3/2017,19,16
2551,12/3/2017,20,7
2552,12/3/2017,21,4
2553,12/3/2017,22,6
2554,12/3/2017,23,3
2555,12/30/2017,0,4
2556,12/30/2017,2,6
2557,12/30/2017,3,2
2558,12/30/2017,4,2
2559,12/30/2017,5,2
2560,12/30/2017,7,1
2561,12/30/2017,8,3
2562,12/30/2017,9,3
2563,12/30/2017,10,11
2564,12/30/2017,11,6
2565,12/30/2017,12,7
2566,12/30/2017,13,7
2567,12/30/2017,14,8
2568,12/30/2017,15,9
2569,12/30/2017,16,8
2570,12/30/2017,17,6
2571,12/30/2017,18,10
2572,12/30/2017,19,12
2573,12/30/2017,20,4
2574,12/30/2017,21,8
2575,12/30/2017,22,8
2576,12/30/2017,23,2
2577,12/31/2017,0,4
2578,12/31/2017,1,7
2579,12/31/2017,2,5
2580,12/31/2017,3,3
2581,12/31/2017,4,1
2582,12/31/2017,6,1
2583,12/31/2017,7,1
2584,12/31/2017,8,4
2585,12/31/2017,9,8
2586,12/31/2017,10,8
2587,12/31/2017,11,5
2588,12/31/2017,12,11
2589,12/31/2017,13,3
2590,12/31/2017,14,9
2591,12/31/2017,15,3
2592,12/31/2017,16,11
2593,12/31/2017,17,11
2594,12/31/2017,18,8
2595,12/31/2017,19,9
2596,12/31/2017,20,8
2597,12/31/2017,21,2
2598,12/31/2017,22,11
2599,12/31/2017,23,8
2600,12/4/2017,0,1
2601,12/4/2017,1,1
2602,12/4/2017,3,2
2603,12/4/2017,4,2
2604,12/4/2017,5,4
2605,12/4/2017,6,7
2606,12/4/2017,7,22
2607,12/4/2017,8,15
2608,12/4/2017,9,7
2609,12/4/2017,10,10
2610,12/4/2017,11,10
2611,12/4/2017,12,12
2612,12/4/2017,13,16
2613,12/4/2017,14,17
2614,12/4/2017,15,17
2615,12/4/2017,16,14
2616,12/4/2017,17,15
2617,12/4/2017,18,14
2618,12/4/2017,19,10
2619,12/4/2017,20,8
2620,12/4/2017,21,8
2621,12/4/2017,22,9
2622,12/4/2017,23,2
2623,12/5/2017,0,4
2624,12/5/2017,1,1
2625,12/5/2017,2,5
2626,12/5/2017,3,1
2627,12/5/2017,4,2
2628,12/5/2017,5,3
2629,12/5/2017,6,9
2630,12/5/2017,7,13
2631,12/5/2017,8,22
2632,12/5/2017,9,17
2633,12/5/2017,10,7
2634,12/5/2017,11,9
2635,12/5/2017,12,11
2636,12/5/2017,13,14
2637,12/5/2017,14,6
2638,12/5/2017,15,13
2639,12/5/2017,16,8
2640,12/5/2017,17,18
2641,12/5/2017,18,10
2642,12/5/2017,19,12
2643,12/5/2017,20,5
2644,12/5/2017,21,3
2645,12/5/2017,22,3
2646,12/5/2017,23,5
2647,12/6/2017,0,8
2648,12/6/2017,1,3
2649,12/6/2017,2,3
2650,12/6/2017,3,1
2651,12/6/2017,4,1
2652,12/6/2017,5,2
2653,12/6/2017,6,13
2654,12/6/2017,7,24
2655,12/6/2017,8,14
2656,12/6/2017,9,9
2657,12/6/2017,10,15
2658,12/6/2017,11,20
2659,12/6/2017,12,30
2660,12/6/2017,13,19
2661,12/6/2017,14,14
2662,12/6/2017,15,14
2663,12/6/2017,16,28
2664,12/6/2017,17,28
2665,12/6/2017,18,30
2666,12/6/2017,19,16
2667,12/6/2017,20,14
2668,12/6/2017,21,15
2669,12/6/2017,22,7
2670,12/6/2017,23,3
2671,12/7/2017,0,8
2672,12/7/2017,1,3
2673,12/7/2017,2,1
2674,12/7/2017,3,2
2675,12/7/2017,4,2
2676,12/7/2017,5,3
2677,12/7/2017,6,4
2678,12/7/2017,7,10
2679,12/7/2017,8,22
2680,12/7/2017,9,7
2681,12/7/2017,10,15
2682,12/7/2017,11,11
2683,12/7/2017,12,13
2684,12/7/2017,13,8
2685,12/7/2017,14,12
2686,12/7/2017,15,18
2687,12/7/2017,16,18
2688,12/7/2017,17,27
2689,12/7/2017,18,23
2690,12/7/2017,19,25
2691,12/7/2017,20,15
2692,12/7/2017,21,10
2693,12/7/2017,22,4
2694,12/7/2017,23,4
2695,12/8/2017,0,5
2696,12/8/2017,1,6
2697,12/8/2017,2,3
2698,12/8/2017,3,5
2699,12/8/2017,4,1
2700,12/8/2017,5,12
2701,12/8/2017,6,16
2702,12/8/2017,7,15
2703,12/8/2017,8,13
2704,12/8/2017,9,7
2705,12/8/2017,10,14
2706,12/8/2017,11,8
2707,12/8/2017,12,18
2708,12/8/2017,13,15
2709,12/8/2017,14,15
2710,12/8/2017,15,10
2711,12/8/2017,16,21
2712,12/8/2017,17,17
2713,12/8/2017,18,11
2714,12/8/2017,19,10
2715,12/8/2017,20,8
2716,12/8/2017,21,9
2717,12/8/2017,22,6
2718,12/8/2017,23,2
2719,12/9/2017,0,3
2720,12/9/2017,1,7
2721,12/9/2017,2,5
2722,12/9/2017,3,4
2723,12/9/2017,4,5
2724,12/9/2017,6,2
2725,12/9/2017,7,7
2726,12/9/2017,8,7
2727,12/9/2017,9,7
2728,12/9/2017,10,10
2729,12/9/2017,11,14
2730,12/9/2017,12,13
2731,12/9/2017,13,6
2732,12/9/2017,14,13
2733,12/9/2017,15,17
2734,12/9/2017,16,12
2735,12/9/2017,17,12
2736,12/9/2017,18,7
2737,12/9/2017,19,13
2738,12/9/2017,20,8
2739,12/9/2017,21,4
2740,12/9/2017,22,4
2741,12/9/2017,23,5
2742,2/1/2018,0,3
2743,2/1/2018,1,1
2744,2/1/2018,2,4
2745,2/1/2018,3,1
2746,2/1/2018,4,3
2747,2/1/2018,5,1
2748,2/1/2018,6,5
2749,2/1/2018,7,15
2750,2/1/2018,8,13
2751,2/1/2018,9,8
2752,2/1/2018,10,15
2753,2/1/2018,11,8
2754,2/1/2018,12,9
2755,2/1/2018,13,10
2756,2/1/2018,14,12
2757,2/1/2018,15,12
2758,2/1/2018,16,15
2759,2/1/2018,17,15
2760,2/1/2018,18,8
2761,2/1/2018,19,13
2762,2/1/2018,20,6
2763,2/1/2018,21,12
2764,2/1/2018,22,9
2765,2/1/2018,23,2
2766,2/10/2018,0,1
2767,2/10/2018,1,4
2768,2/10/2018,2,8
2769,2/10/2018,3,1
2770,2/10/2018,4,4
2771,2/10/2018,5,3
2772,2/10/2018,6,6
2773,2/10/2018,7,6
2774,2/10/2018,8,11
2775,2/10/2018,9,8
2776,2/10/2018,10,7
2777,2/10/2018,11,7
2778,2/10/2018,12,7
2779,2/10/2018,13,8
2780,2/10/2018,14,8
2781,2/10/2018,15,12
2782,2/10/2018,16,8
2783,2/10/2018,17,6
2784,2/10/2018,18,8
2785,2/10/2018,19,8
2786,2/10/2018,20,4
2787,2/10/2018,21,5
2788,2/10/2018,22,4
2789,2/10/2018,23,3
2790,2/11/2018,0,4
2791,2/11/2018,1,3
2792,2/11/2018,2,3
2793,2/11/2018,3,3
2794,2/11/2018,4,4
2795,2/11/2018,5,3
2796,2/11/2018,7,1
2797,2/11/2018,8,3
2798,2/11/2018,9,4
2799,2/11/2018,10,5
2800,2/11/2018,11,7
2801,2/11/2018,12,8
2802,2/11/2018,13,7
2803,2/11/2018,14,2
2804,2/11/2018,15,2
2805,2/11/2018,16,4
2806,2/11/2018,17,3
2807,2/11/2018,18,8
2808,2/11/2018,19,6
2809,2/11/2018,20,5
2810,2/11/2018,21,6
2811,2/11/2018,22,2
2812,2/11/2018,23,5
2813,2/12/2018,0,2
2814,2/12/2018,1,2
2815,2/12/2018,2,2
2816,2/12/2018,3,3
2817,2/12/2018,6,2
2818,2/12/2018,7,11
2819,2/12/2018,8,10
2820,2/12/2018,9,5
2821,2/12/2018,10,7
2822,2/12/2018,11,11
2823,2/12/2018,12,14
2824,2/12/2018,13,10
2825,2/12/2018,14,12
2826,2/12/2018,15,7
2827,2/12/2018,16,13
2828,2/12/2018,17,13
2829,2/12/2018,18,8
2830,2/12/2018,19,8
2831,2/12/2018,20,3
2832,2/12/2018,21,4
2833,2/12/2018,22,2
2834,2/12/2018,23,7
2835,2/13/2018,1,2
2836,2/13/2018,2,1
2837,2/13/2018,3,2
2838,2/13/2018,4,1
2839,2/13/2018,5,2
2840,2/13/2018,6,9
2841,2/13/2018,7,16
2842,2/13/2018,8,6
2843,2/13/2018,9,6
2844,2/13/2018,10,7
2845,2/13/2018,11,5
2846,2/13/2018,12,6
2847,2/13/2018,13,11
2848,2/13/2018,14,15
2849,2/13/2018,15,10
2850,2/13/2018,16,17
2851,2/13/2018,17,13
2852,2/13/2018,18,11
2853,2/13/2018,19,3
2854,2/13/2018,20,7
2855,2/13/2018,21,5
2856,2/13/2018,22,7
2857,2/13/2018,23,1
2858,2/14/2018,0,3
2859,2/14/2018,2,1
2860,2/14/2018,3,3
2861,2/14/2018,4,1
2862,2/14/2018,5,2
2863,2/14/2018,6,13
2864,2/14/2018,7,11
2865,2/14/2018,8,22
2866,2/14/2018,9,14
2867,2/14/2018,10,9
2868,2/14/2018,11,10
2869,2/14/2018,12,18
2870,2/14/2018,13,12
2871,2/14/2018,14,15
2872,2/14/2018,15,7
2873,2/14/2018,16,16
2874,2/14/2018,17,17
2875,2/14/2018,18,10
2876,2/14/2018,19,11
2877,2/14/2018,20,10
2878,2/14/2018,21,7
2879,2/14/2018,22,6
2880,2/14/2018,23,8
2881,2/15/2018,0,4
2882,2/15/2018,1,7
2883,2/15/2018,2,5
2884,2/15/2018,3,1
2885,2/15/2018,6,9
2886,2/15/2018,7,15
2887,2/15/2018,8,25
2888,2/15/2018,9,16
2889,2/15/2018,10,16
2890,2/15/2018,11,8
2891,2/15/2018,12,13
2892,2/15/2018,13,8
2893,2/15/2018,14,10
2894,2/15/2018,15,18
2895,2/15/2018,16,14
2896,2/15/2018,17,9
2897,2/15/2018,18,4
2898,2/15/2018,19,13
2899,2/15/2018,20,9
2900,2/15/2018,21,3
2901,2/15/2018,22,3
2902,2/15/2018,23,3
2903,2/16/2018,0,4
2904,2/16/2018,1,1
2905,2/16/2018,2,2
2906,2/16/2018,3,2
2907,2/16/2018,6,10
2908,2/16/2018,7,9
2909,2/16/2018,8,16
2910,2/16/2018,9,10
2911,2/16/2018,10,11
2912,2/16/2018,11,12
2913,2/16/2018,12,8
2914,2/16/2018,13,7
2915,2/16/2018,14,10
2916,2/16/2018,15,19
2917,2/16/2018,16,16
2918,2/16/2018,17,13
2919,2/16/2018,18,14
2920,2/16/2018,19,9
2921,2/16/2018,20,12
2922,2/16/2018,21,3
2923,2/16/2018,22,3
2924,2/16/2018,23,5
2925,2/17/2018,0,8
2926,2/17/2018,1,2
2927,2/17/2018,2,1
2928,2/17/2018,3,1
2929,2/17/2018,4,6
2930,2/17/2018,5,1
2931,2/17/2018,6,2
2932,2/17/2018,8,4
2933,2/17/2018,9,8
2934,2/17/2018,10,12
2935,2/17/2018,11,8
2936,2/17/2018,12,8
2937,2/17/2018,13,15
2938,2/17/2018,14,11
2939,2/17/2018,15,7
2940,2/17/2018,16,10
2941,2/17/2018,17,7
2942,2/17/2018,18,8
2943,2/17/2018,19,17
2944,2/17/2018,20,7
2945,2/17/2018,21,6
2946,2/17/2018,22,7
2947,2/17/2018,23,7
2948,2/18/2018,1,6
2949,2/18/2018,2,3
2950,2/18/2018,3,5
2951,2/18/2018,5,2
2952,2/18/2018,6,5
2953,2/18/2018,7,4
2954,2/18/2018,8,4
2955,2/18/2018,9,5
2956,2/18/2018,10,9
2957,2/18/2018,11,5
2958,2/18/2018,12,6
2959,2/18/2018,13,8
2960,2/18/2018,14,8
2961,2/18/2018,15,14
2962,2/18/2018,16,7
2963,2/18/2018,17,8
2964,2/18/2018,18,5
2965,2/18/2018,19,4
2966,2/18/2018,20,2
2967,2/18/2018,21,2
2968,2/18/2018,22,7
2969,2/18/2018,23,5
2970,2/19/2018,0,2
2971,2/19/2018,1,1
2972,2/19/2018,2,4
2973,2/19/2018,3,1
2974,2/19/2018,4,1
2975,2/19/2018,5,2
2976,2/19/2018,6,6
2977,2/19/2018,7,8
2978,2/19/2018,8,7
2979,2/19/2018,9,3
2980,2/19/2018,10,14
2981,2/19/2018,11,14
2982,2/19/2018,12,16
2983,2/19/2018,13,12
2984,2/19/2018,14,9
2985,2/19/2018,15,11
2986,2/19/2018,16,10
2987,2/19/2018,17,6
2988,2/19/2018,18,7
2989,2/19/2018,19,12
2990,2/19/2018,20,4
2991,2/19/2018,21,9
2992,2/19/2018,22,8
2993,2/19/2018,23,4
2994,2/2/2018,0,3
2995,2/2/2018,1,3
2996,2/2/2018,2,1
2997,2/2/2018,3,1
2998,2/2/2018,4,1
2999,2/2/2018,5,6
3000,2/2/2018,6,8
3001,2/2/2018,7,15
3002,2/2/2018,8,10
3003,2/2/2018,9,8
3004,2/2/2018,10,8
3005,2/2/2018,11,11
3006,2/2/2018,12,15
3007,2/2/2018,13,16
3008,2/2/2018,14,25
3009,2/2/2018,15,13
3010,2/2/2018,16,10
3011,2/2/2018,17,12
3012,2/2/2018,18,17
3013,2/2/2018,19,9
3014,2/2/2018,20,7
3015,2/2/2018,21,14
3016,2/2/2018,22,13
3017,2/2/2018,23,6
3018,2/20/2018,0,2
3019,2/20/2018,1,2
3020,2/20/2018,2,1
3021,2/20/2018,4,1
3022,2/20/2018,5,2
3023,2/20/2018,6,7
3024,2/20/2018,7,9
3025,2/20/2018,8,18
3026,2/20/2018,9,11
3027,2/20/2018,10,18
3028,2/20/2018,11,11
3029,2/20/2018,14,2
3030,2/20/2018,15,3
3031,2/20/2018,16,11
3032,2/20/2018,17,5
3033,2/20/2018,20,1
3034,2/20/2018,21,4
3035,2/20/2018,22,7
3036,2/20/2018,23,2
3037,2/21/2018,0,3
3038,2/21/2018,1,2
3039,2/21/2018,2,2
3040,2/21/2018,3,1
3041,2/21/2018,5,1
3042,2/21/2018,6,7
3043,2/21/2018,7,9
3044,2/21/2018,8,16
3045,2/21/2018,9,9
3046,2/21/2018,10,3
3047,2/21/2018,11,2
3048,2/21/2018,12,12
3049,2/21/2018,13,15
3050,2/21/2018,14,12
3051,2/21/2018,15,11
3052,2/21/2018,16,7
3053,2/21/2018,17,5
3054,2/21/2018,18,10
3055,2/21/2018,19,11
3056,2/21/2018,20,5
3057,2/21/2018,21,7
3058,2/21/2018,22,4
