,curdatetime,day,day_of_week,detid,detname,direction,hour,int_id,intname,minute,month,occupancy,row_id,speed,timebin,volume,year
162,2017-12-10T08:00:00.000,10,0,98,NB_out,NB,8,4,CONGRESSBARTON SPRINGS,0,12,0,000b7b208276fb936e9369c61b7c5d91,29,08:00,11,2017
163,2017-09-23T06:15:00.000,23,6,73,Lane6,None,6,18,TOOMEYTEST,15,9,0,000b833c32f36b3373299a3a3305c740,149,06:15,0,2017
164,2017-09-04T15:30:00.000,4,1,81,EB_mid,EB,15,20,CESAR CHAVEZIH 35 WSR,30,9,12,000b963cbf9132a1e8d4811f97251128,18,15:30,92,2017
165,2017-10-23T11:00:00.000,23,1,83,SB_out,SB,11,22,LAMARCOLLIER,0,10,4,000ba1ba3d58603d193d3aff830b9f14,31,11:00,76,2017
166,2017-08-06T22:45:00.000,6,0,17,NB_in,NB,22,4,CONGRESSBARTON SPRINGS,45,8,1,000bb8a2cf447792bc1ba7a6c8f61ff1,33,22:45,34,2017
167,2017-09-18T16:15:00.000,18,1,77,Lane4,None,16,19,KINNEYLAMAR,15,9,0,000bba3e6c3e89860cf0c60114505ad8,149,16:15,1,2017
168,2017-09-03T23:00:00.000,3,0,56,SB_out,SB,23,8,LOOP 360WALSH TARLTON,0,9,3,000beba002457ee8ee6b0875461c5389,47,23:00,83,2017
169,2017-09-22T02:15:00.000,22,5,91,NB_in,NB,2,23,BURNETPALM WAY,15,9,0,000bf03dd3f396c24f0c8925b51eb8ce,47,02:15,4,2017
170,2017-10-10T18:15:00.000,10,2,96,SB_out,SB,18,24,LOOP 360LAKEWOOD,15,10,12,000c1414a5c49a1634c3ab914d90f2b4,40,18:15,254,2017
171,2017-10-22T01:45:01.000,22,0,48,NB_out,NB,1,16,N Lamar15th,45,10,2,000c17f0934bb2b8e3a8399eec48b0bd,38,01:45,52,2017
172,2017-12-03T09:45:00.000,3,0,59,SB_Lturn,SB,9,8,LOOP 360WALSH TARLTON,45,12,1,000c1f7b33bbcc20ebfed6e1630c9d77,29,09:45,8,2017
173,2017-09-11T01:00:00.000,11,1,19,NB_in,NB,1,5,LAMARSANDRA MURAIDA,0,9,1,000c341d0cf225a28b5692a9130b0e1e,38,01:00,23,2017
174,2017-09-09T12:00:00.000,9,6,43,NB,NB,12,14,Robert E LeeBarton Springs,0,9,21,000c34df696e28807aaca386657bdb33,16,12:00,90,2017
175,2017-09-03T06:15:00.000,3,0,50,SB_in,SB,6,16,N Lamar15th,15,9,0,000c507c93fc1f4a68b721c96c539d61,45,06:15,5,2017
176,2017-11-08T03:15:01.000,8,3,19,NB_in,NB,3,5,LAMARSANDRA MURAIDA,15,11,0,000c6d904665d3a6e63237c66d7a7d73,44,03:15,4,2017
177,2017-10-07T20:00:00.000,7,6,90,NB_out,NB,20,23,BURNETPALM WAY,0,10,3,000c8a1daeb0c221740707945f12c27d,40,20:00,68,2017
178,2017-09-19T15:00:00.000,19,2,90,NB_out,NB,15,23,BURNETPALM WAY,0,9,5,000caf73f8235474e590fd3d00eb4de6,44,15:00,123,2017
179,2017-12-04T00:00:00.000,4,1,90,NB_out,NB,0,23,BURNETPALM WAY,0,12,1,000ccf215a59fa85585f4173ff708e8b,41,00:00,21,2017
180,2017-08-06T07:15:00.000,6,0,20,SB_in,SB,7,5,LAMARSANDRA MURAIDA,15,8,1,000ce1785dff5e164f0eff908ff1789d,34,07:15,28,2017
181,2017-08-14T02:45:00.000,14,1,15,SB_mid,SB,2,4,CONGRESSBARTON SPRINGS,45,8,0,000ce2dea035153db3e7fdafb2b3810a,37,02:45,17,2017
182,2017-10-10T22:00:00.000,10,2,67,Lane5,None,22,18,TOOMEYTEST,0,10,0,000cebae4b02c42a586be819b9979d8b,149,22:00,0,2017
183,2017-09-05T04:30:00.000,5,2,16,SB_in,SB,4,4,CONGRESSBARTON SPRINGS,30,9,0,000d272a43e1755c0167e3b8eb40bc03,41,04:30,2,2017
184,2017-12-15T16:15:00.000,15,5,18,NB_out,NB,16,5,LAMARSANDRA MURAIDA,15,12,21,000d317bfa9c0fb441bfd0cb399797cd,27,16:15,232,2017
185,2017-09-23T13:45:00.000,23,6,1,NB_out,NB,13,1,LAMARMANCHACA,45,9,10,000d33135b287edb59b8815b67790a59,27,13:45,141,2017
186,2017-09-21T23:45:00.000,21,4,84,SB_in,SB,23,22,LAMARCOLLIER,45,9,3,000d441a0a93f75bdcf0d0f745210535,37,23:45,80,2017
187,2017-10-04T07:15:01.000,4,3,21,SB_out,SB,7,5,LAMARSANDRA MURAIDA,15,10,3,000d52e1e401015119fc55313e7c6952,34,07:15,56,2017
188,2017-11-30T06:00:00.000,30,4,45,EB_in,EB,6,15,Cesar ChavezBR Reynolds,0,11,2,000d5a8cbf4da9298cd082529725bc26,42,06:00,59,2017
189,2017-12-11T09:30:00.000,11,1,52,SB_out,SB,9,17,CongressJohanna,30,12,2,000d5fa087f54d27c2eb2dcc11793510,31,09:30,42,2017
190,2017-10-23T14:45:00.000,23,1,69,NB_in,NB,14,11,BurnetRutland,45,10,8,000d647c76f8657a96f6dacf6ed78ab5,38,14:45,134,2017
191,2017-12-14T18:45:00.000,14,4,11,SB_in,SB,18,3,LAMARSHOALCREEK,45,12,9,000d9e18cda9c3f1799aefa041695a4b,29,18:45,171,2017
192,2017-07-31T12:45:00.000,31,1,1,NB_out,NB,12,1,LAMARMANCHACA,45,7,10,000da9fd96421b6da5957e78b61e2255,27,12:45,147,2017
193,2017-11-02T07:30:00.000,2,4,97,SB_Rturn,SB,7,24,LOOP 360LAKEWOOD,30,11,0,000dabe43478646829532e58f53acf29,149,07:30,1,2017
194,2017-11-22T13:15:00.000,22,3,46,WB_in,WB,13,15,Cesar ChavezBR Reynolds,15,11,8,000dac38f932836c7dc8990b11539d22,40,13:15,188,2017
195,2017-08-09T22:30:00.000,9,3,10,SB_out,SB,22,3,LAMARSHOALCREEK,30,8,3,000ddc42dcf6c80e0653dfd1e7664650,32,22:30,66,2017
196,2017-09-11T15:45:00.000,11,1,95,SB_in,SB,15,24,LOOP 360LAKEWOOD,45,9,0,000de37f873373050afd6c5439848db7,149,15:45,9,2017
197,2017-12-12T11:45:00.000,12,2,52,SB_out,SB,11,17,CongressJohanna,45,12,3,000de9374b53586e0286a5ef2faef7d3,30,11:45,65,2017
198,2017-09-05T21:15:00.000,5,2,65,Lane3,None,21,18,TOOMEYTEST,15,9,0,000dfc59edbe61f921b98dac9e9502e8,149,21:15,0,2017
199,2017-09-12T18:30:00.000,12,2,16,SB_in,SB,18,4,CONGRESSBARTON SPRINGS,30,9,35,000e0e019fe33a26ba503707fab2262d,14,18:30,153,2017
200,2017-11-19T18:15:00.000,19,0,86,NB_out,NB,18,22,LAMARCOLLIER,15,11,7,000e3fcf29415c73265925cd66a39ea2,33,18:15,125,2017
201,2017-09-11T13:45:00.000,11,1,17,NB_in,NB,13,4,CONGRESSBARTON SPRINGS,45,9,3,000e4e7fbdffb92240f86f5c73b1b207,34,13:45,74,2017
202,2017-11-16T19:30:01.000,16,4,69,NB_in,NB,19,11,BurnetRutland,30,11,6,000e5cec2f94d174b3b2feafa1246654,39,19:30,108,2017
203,2017-10-14T17:00:00.000,14,6,44,EB_out,EB,17,15,Cesar ChavezBR Reynolds,0,10,11,000e6a2da690bb84c93f73ba92cb5a37,36,17:00,229,2017
204,2017-08-18T19:00:00.000,18,5,15,SB_mid,SB,19,4,CONGRESSBARTON SPRINGS,0,8,7,000e8647407f3b9045c41d00e24acfc7,29,19:00,112,2017
205,2017-10-28T03:45:00.000,28,6,4,SB_out,SB,3,1,LAMARMANCHACA,45,10,0,000e8ea6368a2fe2c793116a3f871ae6,30,03:45,7,2017
206,2017-12-06T23:30:00.000,6,3,10,SB_out,SB,23,3,LAMARSHOALCREEK,30,12,1,000eac72394d08bc26770a48eefaa8d6,28,23:30,15,2017
207,2017-09-09T23:30:00.000,9,6,49,NB_in,NB,23,16,N Lamar15th,30,9,4,000ee1ebddbf5a5dde2c5a5e737a97df,35,23:30,101,2017
208,2017-10-07T16:15:00.000,7,6,5,NB_mid,NB,16,4,CONGRESSBARTON SPRINGS,15,10,5,000f173b3f0adddc354e1d5017dd9919,34,16:15,105,2017
209,2017-11-26T12:15:00.000,26,0,62,NB_out,NB,12,8,LOOP 360WALSH TARLTON,15,11,2,000f304f53a061c293e65a64d490b605,51,12:15,67,2017
210,2017-10-27T00:30:01.000,27,5,56,SB_out,SB,0,8,LOOP 360WALSH TARLTON,30,10,1,000f32904e652b085721edc48979c021,57,00:30,36,2017
211,2017-12-12T23:15:01.000,12,2,84,SB_in,SB,23,22,LAMARCOLLIER,15,12,5,000f37595641683a22e291beb251e9f7,36,23:15,121,2017
212,2017-11-07T03:00:00.000,7,2,83,SB_out,SB,3,22,LAMARCOLLIER,0,11,0,000f379f53b733fb83eb460803f328c3,34,03:00,6,2017
213,2017-07-16T02:45:01.000,16,0,30,Lane1,None,2,10,LamarBroken Spoke,45,7,0,000f448600b88fad0e2aa39de90627f7,42,02:45,15,2017
214,2017-09-15T00:30:01.000,15,5,89,SB_Lturn,SB,0,23,BURNETPALM WAY,30,9,0,000f4a3c851b2ca15df576851809a271,149,00:30,1,2017
215,2017-12-08T07:00:00.000,8,5,68,NB_out,NB,7,11,BurnetRutland,0,12,3,000f5b5eccfe9146c0eb5be605f4f9c1,36,07:00,57,2017
216,2017-11-07T14:15:01.000,7,2,60,NB_in,NB,14,8,LOOP 360WALSH TARLTON,15,11,2,000f61eb7779e831bcba68a33d49866e,51,14:15,76,2017
217,2017-08-21T23:15:00.000,21,1,17,NB_in,NB,23,4,CONGRESSBARTON SPRINGS,15,8,1,000f71c89d39a5ffb42baa017754210f,34,23:15,26,2017
218,2017-12-14T06:00:00.000,14,4,96,SB_out,SB,6,24,LOOP 360LAKEWOOD,0,12,2,000f73b046e33c8bd16ad699e93d570b,54,06:00,61,2017
219,2017-11-26T09:30:00.000,26,0,43,NB,NB,9,14,Robert E LeeBarton Springs,30,11,2,000f79572436b73b0a336982cc11815d,27,09:30,42,2017
220,2017-12-10T02:15:01.000,10,0,82,EB_out,EB,2,20,CESAR CHAVEZIH 35 WSR,15,12,2,000f7be607ec7e35a88c7a76e7f20b95,18,02:15,20,2017
221,2017-10-06T02:15:00.000,6,5,45,EB_in,EB,2,15,Cesar ChavezBR Reynolds,15,10,0,000f88b5b0dac8f7419690302d9def26,45,02:15,11,2017
222,2017-10-05T05:30:00.000,5,4,1,NB_out,NB,5,1,LAMARMANCHACA,30,10,0,000fadc0d668b83bbea470b66b37c38c,31,05:30,12,2017
223,2017-10-02T03:15:00.000,2,1,92,NB_out,NB,3,24,LOOP 360LAKEWOOD,15,10,0,000fae33c222cce6f9ffa3fbd8b4b5d2,63,03:15,4,2017
224,2017-09-29T02:30:00.000,29,5,65,Lane3,None,2,18,TOOMEYTEST,30,9,0,000fae71430abb3b22ccd5d5c626bd51,149,02:30,0,2017
225,2017-09-05T05:15:00.000,5,2,10,SB_out,SB,5,3,LAMARSHOALCREEK,15,9,0,000fc31b324f857313f73bdc85747401,33,05:15,4,2017
226,2017-10-31T17:45:00.000,31,2,91,NB_in,NB,17,23,BURNETPALM WAY,45,10,20,000fc54180df18a51647929eb1dc42a0,16,17:45,140,2017
227,2017-12-13T23:00:00.000,13,3,46,WB_in,WB,23,15,Cesar ChavezBR Reynolds,0,12,4,000fe4ea0fbf48c2071a16571bead00a,43,23:00,116,2017
228,2017-09-27T18:45:00.000,27,3,48,NB_out,NB,18,16,N Lamar15th,45,9,10,00101a73b2c15dc3f7008223ce3da37f,32,18:45,206,2017
229,2017-12-05T12:45:00.000,5,2,70,SB_Lturn,SB,12,11,BurnetRutland,45,12,20,00103fdaa45952dd5f620d6c7dedd05b,13,12:45,42,2017
230,2017-10-20T07:15:00.000,20,5,13,NB_out,NB,7,3,LAMARSHOALCREEK,15,10,2,0010636eab979d6167353420772f8aa9,28,07:15,46,2017
231,2017-10-08T10:45:01.000,8,0,46,WB_in,WB,10,15,Cesar ChavezBR Reynolds,45,10,3,00106bf3887815a28c4e7f97227cb246,41,10:45,84,2017
232,2017-09-26T01:00:01.000,26,2,93,NB_in,NB,1,24,LOOP 360LAKEWOOD,0,9,0,0010e6b5ef6ddbeb125f74717064e1ad,62,01:00,5,2017
233,2017-09-30T23:30:00.000,30,6,19,NB_in,NB,23,5,LAMARSANDRA MURAIDA,30,9,3,0011041cb6e25951b95024e696750724,27,23:30,60,2017
234,2017-11-04T09:45:00.000,4,6,87,SB_out,SB,9,23,BURNETPALM WAY,45,11,1,001107202fe811b1605e5d4f39b9e8c0,43,09:45,27,2017
235,2017-10-26T03:30:00.000,26,4,69,NB_in,NB,3,11,BurnetRutland,30,10,0,001126f2996d19f4d82888151672dc40,34,03:30,3,2017
236,2017-08-04T02:45:00.000,4,5,13,NB_out,NB,2,3,LAMARSHOALCREEK,45,8,0,001143d06419cf938c914ac262f4f851,26,02:45,9,2017
237,2017-11-03T19:45:00.000,3,5,5,NB_mid,NB,19,4,CONGRESSBARTON SPRINGS,45,11,6,001147cae3a45157ceab3eb7a209dd6d,28,19:45,85,2017
238,2017-11-24T20:00:00.000,24,5,92,NB_out,NB,20,24,LOOP 360LAKEWOOD,0,11,3,00116f009600fa3ad7503b3813b6c2ec,55,20:00,89,2017
239,2017-12-15T17:45:00.000,15,5,2,NB_in,NB,17,1,LAMARMANCHACA,45,12,15,00119d57ff21639eaadd39b807cad7dc,25,17:45,175,2017
240,2017-12-04T15:45:00.000,4,1,59,SB_Lturn,SB,15,8,LOOP 360WALSH TARLTON,45,12,5,0011a33c4467d9f77c8fed34c0a9786b,27,15:45,37,2017
241,2017-12-11T12:30:00.000,11,1,87,SB_out,SB,12,23,BURNETPALM WAY,30,12,4,0011b002e777255f2202dc2c6cb7de15,38,12:30,76,2017
242,2017-12-08T21:30:01.000,8,5,85,NB_in,NB,21,22,LAMARCOLLIER,30,12,5,0011b5a40b9ccb5cc833f28ca829d105,36,21:30,112,2017
243,2017-08-26T01:45:01.000,26,6,1,NB_out,NB,1,1,LAMARMANCHACA,45,8,0,0011bb0bfa3c1d78c7d341beb7aed8d6,28,01:45,12,2017
244,2017-11-22T19:00:00.000,22,3,96,SB_out,SB,19,24,LOOP 360LAKEWOOD,0,11,6,0011c2d1f244b3cadec4346158202ea2,48,19:00,150,2017
245,2017-11-19T16:15:00.000,19,0,1,NB_out,NB,16,1,LAMARMANCHACA,15,11,6,0011cf60218f01b77336bc3b965784e1,30,16:15,108,2017
246,2017-12-10T21:30:00.000,10,0,16,SB_in,SB,21,4,CONGRESSBARTON SPRINGS,30,12,1,0011f909690bb57511df29c634afa3ec,35,21:30,29,2017
247,2017-09-04T02:45:00.000,4,1,60,NB_in,NB,2,8,LOOP 360WALSH TARLTON,45,9,0,001200684db3554bdf716911601313db,149,02:45,0,2017
248,2017-07-23T07:15:00.000,23,0,4,SB_out,SB,7,1,LAMARMANCHACA,15,7,0,001213ab89c52fbd74f1a5b33b2657b2,31,07:15,7,2017
249,2017-10-20T03:45:01.000,20,5,5,NB_mid,NB,3,4,CONGRESSBARTON SPRINGS,45,10,0,00121d60ae3e9c2fbf7c26ad293e31c8,36,03:45,5,2017
250,2017-09-28T05:45:00.000,28,4,47,WB_out,WB,5,15,Cesar ChavezBR Reynolds,45,9,1,001235cdc2017f2018e397e9249ea723,41,05:45,30,2017
251,2017-11-09T02:00:00.000,9,4,19,NB_in,NB,2,5,LAMARSANDRA MURAIDA,0,11,0,001282d1bd039710da6d4a4ea7f3efb7,40,02:00,1,2017
252,2017-11-26T21:30:00.000,26,0,71,SB_in,SB,21,11,BurnetRutland,30,11,1,00129f90a6faa376bcf5eb2612c7528e,45,21:30,35,2017
253,2017-10-24T23:00:00.000,24,2,87,SB_out,SB,23,23,BURNETPALM WAY,0,10,0,0012a7bee9943b71b4808fd535426842,38,23:00,11,2017
254,2017-11-20T10:00:00.000,20,1,79,WB_in,WB,10,20,CESAR CHAVEZIH 35 WSR,0,11,9,0012b29aabc67b9399addc69c286883f,20,10:00,102,2017
255,2017-10-31T16:45:01.000,31,2,78,WB_out,WB,16,20,CESAR CHAVEZIH 35 WSR,45,10,2,0012bb63791d6bc563f0065a2deab863,23,16:45,23,2017
256,2017-09-11T05:15:00.000,11,1,90,NB_out,NB,5,23,BURNETPALM WAY,15,9,0,0012bd8f752283f10ea21b4c6320c6ce,50,05:15,5,2017
257,2017-11-27T20:15:01.000,27,1,42,SB,SB,20,14,Robert E LeeBarton Springs,15,11,2,0012be169846a0a000bae0f6edebc21d,26,20:15,45,2017
258,2017-10-16T14:15:01.000,16,1,68,NB_out,NB,14,11,BurnetRutland,15,10,5,0012bf17e896b896d50a258f36d56fbe,38,14:15,98,2017
259,2017-12-12T15:30:00.000,12,2,98,NB_out,NB,15,4,CONGRESSBARTON SPRINGS,30,12,3,0012e48eed42fe7197232a7e365bfd3f,34,15:30,68,2017
260,2017-10-09T21:30:00.000,9,1,2,NB_in,NB,21,1,LAMARMANCHACA,30,10,3,0012f42bbca6e6c846109f8a930a2790,30,21:30,60,2017
261,2017-11-04T19:15:00.000,4,6,48,NB_out,NB,19,16,N Lamar15th,15,11,5,0012f84669b2d7b759b7304db36cdcf2,34,19:15,102,2017
262,2017-08-22T09:45:00.000,22,2,50,SB_in,SB,9,16,N Lamar15th,45,8,9,0012f95c8dba914d08dea6061c5384d0,35,09:45,163,2017
263,2017-08-19T23:30:01.000,19,6,73,Lane6,None,23,18,TOOMEYTEST,30,8,0,00130cdcba51bd710d7e7bdd0b487227,149,23:30,0,2017
264,2017-11-11T02:15:00.000,11,6,98,NB_out,NB,2,4,CONGRESSBARTON SPRINGS,15,11,0,00130de622dd49c9bbbb4c2fe060b71b,34,02:15,10,2017
265,2017-10-17T18:00:00.000,17,2,49,NB_in,NB,18,16,N Lamar15th,0,10,40,00130e1958962b6aa4d871b891af3847,12,18:00,181,2017
266,2017-12-09T15:15:00.000,9,6,21,SB_out,SB,15,5,LAMARSANDRA MURAIDA,15,12,12,00130e87639e1bd7c7e9842aeb13e5fb,31,15:15,217,2017
267,2017-09-19T13:30:01.000,19,2,54,NB_in,NB,13,17,CongressJohanna,30,9,5,00131a9760832ddfe01577e7c73cf6df,27,13:30,84,2017
268,2017-12-03T10:00:00.000,3,0,11,SB_in,SB,10,3,LAMARSHOALCREEK,0,12,2,001328eb77daabe24c3a6819c7e22986,30,10:00,48,2017
269,2017-10-14T21:30:00.000,14,6,11,SB_in,SB,21,3,LAMARSHOALCREEK,30,10,3,00133aefa87fa13c5432f6892410481d,30,21:30,68,2017
270,2017-09-13T10:30:01.000,13,3,76,Lane3,None,10,19,KINNEYLAMAR,30,9,0,0013433a2764450dda3538e42897d372,114,10:30,3,2017
271,2017-09-26T23:45:00.000,26,2,10,SB_out,SB,23,3,LAMARSHOALCREEK,45,9,0,001368161edc25b019cbe58ecda3398c,31,23:45,16,2017
272,2017-07-12T02:15:00.000,12,3,2,NB_in,NB,2,1,LAMARMANCHACA,15,7,0,001369856643618d1831dcf4949d61ab,37,02:15,3,2017
273,2017-12-03T15:00:00.000,3,0,72,SB_out,SB,15,11,BurnetRutland,0,12,3,00137268b44ca38a9a42861857a9bbe4,38,15:00,63,2017
274,2017-10-13T09:45:01.000,13,5,60,NB_in,NB,9,8,LOOP 360WALSH TARLTON,45,10,3,00138b194235535960c0c1adfc0e6dd8,55,09:45,122,2017
275,2017-12-15T07:15:00.000,15,5,4,SB_out,SB,7,1,LAMARMANCHACA,15,12,2,00139888fa16be07b7071c2f01e8fe05,33,07:15,32,2017
276,2017-09-27T22:45:00.000,27,3,55,NB_out,NB,22,17,CongressJohanna,45,9,3,0013ff8426004ed78d46c9b87294bd22,25,22:45,36,2017
277,2017-10-22T12:00:00.000,22,0,53,SB_in,SB,12,17,CongressJohanna,0,10,3,00140119eea5c872adc8a9a81b0a19ab,30,12:00,64,2017
278,2017-11-16T19:45:01.000,16,4,51,SB_out,SB,19,16,N Lamar15th,45,11,5,0014065f064be241a724b0dc56653fd2,35,19:45,95,2017
279,2017-12-06T11:00:00.000,6,3,15,SB_mid,SB,11,4,CONGRESSBARTON SPRINGS,0,12,3,00141738ff9658185f7eb88edaf8b563,35,11:00,58,2017
280,2017-11-12T03:30:01.000,12,0,48,NB_out,NB,3,16,N Lamar15th,30,11,0,001421dbddc8a8d8e9c0128133424ff7,38,03:30,19,2017
281,2017-10-10T06:00:00.000,10,2,10,SB_out,SB,6,3,LAMARSHOALCREEK,0,10,0,001434ec878dbd04f5435f8a534465d5,32,06:00,18,2017
282,2017-10-18T08:45:00.000,18,3,18,NB_out,NB,8,5,LAMARSANDRA MURAIDA,45,10,34,0014616d56638df1f85e10f2fa7d8439,18,08:45,68,2017
283,2017-06-19T22:00:00.000,19,1,19,NB_in,NB,22,5,LAMARSANDRA MURAIDA,0,6,4,00146db82f037d075b57209e6713f0a7,36,22:00,87,2017
284,2017-09-23T02:45:00.000,23,6,86,NB_out,NB,2,22,LAMARCOLLIER,45,9,1,00147bda71f6aa7be972ec712ca62aee,38,02:45,29,2017
285,2017-09-08T07:00:00.000,8,5,73,Lane6,None,7,18,TOOMEYTEST,0,9,0,001480417426920cf48b314a0d151812,149,07:00,0,2017
286,2017-11-08T08:15:00.000,8,3,95,SB_in,SB,8,24,LOOP 360LAKEWOOD,15,11,1,0014aded066acb28d351572695ff7af6,32,08:15,17,2017
287,2017-10-29T05:00:00.000,29,0,77,Lane4,None,5,19,KINNEYLAMAR,0,10,0,0014dcc8720f8f02fe0d98294505e4a5,149,05:00,0,2017
288,2017-09-25T14:45:01.000,25,1,71,SB_in,SB,14,11,BurnetRutland,45,9,7,0015013735e7b3b2cfdfe198ad5e33fd,34,14:45,123,2017
289,2017-09-07T09:45:00.000,7,4,96,SB_out,SB,9,24,LOOP 360LAKEWOOD,45,9,14,001507e87aee1918f6a9473c14520863,35,09:45,249,2017
290,2017-10-08T09:30:00.000,8,0,1,NB_out,NB,9,1,LAMARMANCHACA,30,10,5,001515aa12323d33f2ce0b8bad50e835,30,09:30,66,2017
291,2017-08-02T22:00:00.000,2,3,20,SB_in,SB,22,5,LAMARSANDRA MURAIDA,0,8,6,001536a5c6f115fbff357ddd7728383f,35,22:00,126,2017
292,2017-09-29T10:30:00.000,29,5,17,NB_in,NB,10,4,CONGRESSBARTON SPRINGS,30,9,5,0015432687b4364a1b97058d5616c3d5,34,10:30,98,2017
293,2017-09-09T01:00:00.000,9,6,84,SB_in,SB,1,22,LAMARCOLLIER,0,9,3,00156137c93cd5771c0655d65a2ab55b,38,01:00,68,2017
294,2017-10-29T05:15:00.000,29,0,94,SB_Lturn,SB,5,24,LOOP 360LAKEWOOD,15,10,0,001574dedc6e47640b70aba832ea2aca,58,05:15,6,2017
295,2017-10-17T23:30:01.000,17,2,13,NB_out,NB,23,3,LAMARSHOALCREEK,30,10,1,001579ff276df39384ed74ec6e246997,26,23:30,25,2017
296,2017-08-18T12:58:24.000,18,5,44,EB_out,EB,12,15,Cesar ChavezBR Reynolds,58,8,10,0015b687376926178489e491f9ff9cd3,38,13:00,224,2017
297,2017-10-24T18:30:00.000,24,2,52,SB_out,SB,18,17,CongressJohanna,30,10,9,0015bc61802f21aa501edb29b4c63ecc,27,18:30,132,2017
298,2017-10-24T20:30:00.000,24,2,93,NB_in,NB,20,24,LOOP 360LAKEWOOD,30,10,5,0015dc5149e61b47e4451403bb287202,52,20:30,123,2017
299,2017-07-24T15:15:00.000,24,1,31,Lane2,None,15,10,LamarBroken Spoke,15,7,10,0015df4ae2d71d7ca9a8ea12ecdbcb4d,35,15:15,174,2017
300,2017-10-21T02:30:00.000,21,6,21,SB_out,SB,2,5,LAMARSANDRA MURAIDA,30,10,1,0016036cc64df8a373b1fecb517d9bc2,37,02:30,39,2017
301,2017-10-03T05:30:00.000,3,2,81,EB_mid,EB,5,20,CESAR CHAVEZIH 35 WSR,30,10,1,00161f0e4fa60b554440bd23681df582,23,05:30,11,2017
302,2017-09-24T06:30:00.000,24,0,95,SB_in,SB,6,24,LOOP 360LAKEWOOD,30,9,0,0016235301422ad9582c0af2ea49fd94,149,06:30,1,2017
303,2017-10-27T03:45:00.000,27,5,44,EB_out,EB,3,15,Cesar ChavezBR Reynolds,45,10,0,001645a17435f4768f07a0bd2abe1000,37,03:45,1,2017
304,2017-11-28T00:00:00.000,28,2,62,NB_out,NB,0,8,LOOP 360WALSH TARLTON,0,11,0,001666e602a2475f659af3122af6ceb9,52,00:00,16,2017
305,2017-09-11T06:15:00.000,11,1,59,SB_Lturn,SB,6,8,LOOP 360WALSH TARLTON,15,9,0,001681028316836d3d78f9fd9c8b4419,26,06:15,3,2017
306,2017-11-11T08:30:00.000,11,6,57,SB_mid,SB,8,8,LOOP 360WALSH TARLTON,30,11,1,00168fffbff7e7d927cedfa07fbecff4,58,08:30,51,2017
307,2017-12-16T00:45:01.000,16,6,21,SB_out,SB,0,5,LAMARSANDRA MURAIDA,45,12,3,00169987af52c9dea9942e9d18f7ce2b,35,00:45,61,2017
308,2017-08-30T12:45:00.000,30,3,14,SB_out,SB,12,4,CONGRESSBARTON SPRINGS,45,8,6,0016b39d63a3792d15b6f2511203bc48,29,12:45,78,2017
309,2017-11-29T09:30:00.000,29,3,13,NB_out,NB,9,3,LAMARSHOALCREEK,30,11,4,0016d50ed12f4de2411e9165f3533863,28,09:30,75,2017
310,2017-10-26T14:30:00.000,26,4,18,NB_out,NB,14,5,LAMARSANDRA MURAIDA,30,10,13,0016d8fdf9a547d2063402ddc8c053f6,33,14:30,234,2017
311,2017-08-29T01:45:00.000,29,2,43,NB,NB,1,14,Robert E LeeBarton Springs,45,8,0,0016ded5542022dc485f6016887542db,149,01:45,0,2017
312,2017-11-15T20:00:00.000,15,3,75,Lane2,None,20,19,KINNEYLAMAR,0,11,1,0016ef602e192835f9af4da08bd8b661,149,20:00,2,2017
313,2017-08-19T19:45:00.000,19,6,71,SB_in,SB,19,11,BurnetRutland,45,8,3,00170535116275a6fc0ab86a9d699054,40,19:45,76,2017
314,2017-12-04T10:15:00.000,4,1,45,EB_in,EB,10,15,Cesar ChavezBR Reynolds,15,12,11,00171a3c2fb7c73f276e574b5e2445dd,40,10:15,235,2017
315,2017-12-08T02:15:00.000,8,5,46,WB_in,WB,2,15,Cesar ChavezBR Reynolds,15,12,0,00171d06aeae29b989dec1df531e4f0e,46,02:15,17,2017
316,2017-07-27T06:30:00.000,27,4,16,SB_in,SB,6,4,CONGRESSBARTON SPRINGS,30,7,0,0017276a9b339ce7ca6c922219b275fd,33,06:30,9,2017
317,2017-08-01T07:15:00.000,1,2,1,NB_out,NB,7,1,LAMARMANCHACA,15,8,4,001735b176e2c304c26eaee710145a3d,33,07:15,87,2017
318,2017-09-25T23:45:01.000,25,1,83,SB_out,SB,23,22,LAMARCOLLIER,45,9,1,00174a48c57dd47e6590f58892f2b0b9,35,23:45,23,2017
319,2017-11-16T01:30:01.000,16,4,80,EB_in,EB,1,20,CESAR CHAVEZIH 35 WSR,30,11,1,0017657a856ba8afeab65ac78bf80a35,21,01:30,17,2017
320,2017-07-28T17:15:00.000,28,5,17,NB_in,NB,17,4,CONGRESSBARTON SPRINGS,15,7,4,00176c3cf6f223df52362d8b6c90ff60,33,17:15,56,2017
321,2017-10-19T02:30:00.000,19,4,95,SB_in,SB,2,24,LOOP 360LAKEWOOD,30,10,0,001776ca22a602e1f2b35ea69acf8e4b,149,02:30,0,2017
322,2017-08-09T10:45:00.000,9,3,14,SB_out,SB,10,4,CONGRESSBARTON SPRINGS,45,8,2,00178558c835821c0be2e83c37119055,33,10:45,40,2017
